tanggal;review
10/11/2025 23:52;sangat kecewa dengan brimo. saya melakukan top up gopay. transaksi dalam proses mengapa saldo rekening nya berkurang, dan di gopay juga belum ada yang masuk. saya sudah melakukan laporan ke call center malah tidak memberikan solusinya. sudah habis pulang 50rb tapi nol tidak bisa membantu
10/11/2025 23:50;good
10/11/2025 23:22;Menggunakan Aplikasi BRImo sangat mudah dan hemat waktu
10/11/2025 23:16;secara visual oke scara inovasi biasa aja mungkin perlu di tingkatkan seperti aktivasi mandiri, dan beberapa bag lainnya
10/11/2025 23:00;cepat sekali
10/11/2025 22:55;sangat membantu
10/11/2025 22:46;mantap TF tidak perlu ke atm
10/11/2025 22:42;mntab
10/11/2025 22:33;gue cuman mau daftar doang,seribet itu ya?percobaan habis lah,nomer tidak sesuai lahh,blablablaaa
10/11/2025 22:25;susah di sesi foto ktpnya ribet
10/11/2025 22:18;Banyak manfaatnya untuk dalam keadaan apapun
10/11/2025 22:17;Sangat membantu. Trimakasih BRIMo
10/11/2025 22:13;bagus
10/11/2025 22:12;jangan banyak iklan tidak jelas
10/11/2025 22:09;Sangat membantu dan mudah
10/11/2025 21:39;aplikasi Brimo sangat aman di gunakan di manapun kita berada
10/11/2025 21:04;sangat membantu proses cepat trimakasih brimo salam sukses
10/11/2025 20:42;sangat membantu
10/11/2025 20:32;mantabs luar biasa
09/11/2025 23:41;sangat puas dan nyaman dengan fitur aplikasinya. semua transaksi jadi gampang
09/11/2025 23:34;sangat mudah sangat bagus untuk bertransaksi
09/11/2025 23:32;sekarang sudah lumayan bagus
09/11/2025 23:26;suka
09/11/2025 23:14;cukup memuaskan
09/11/2025 22:54;sangat membantu
09/11/2025 22:38;ya boleh allah jangan
09/11/2025 22:28;alhamdulilah udah bisa transaksi LG semoga ke DPN nya lebih baik lagi rating udah pool ya mksih Brimo... ingat ya kenyamanan pelanggan lebih d utamakan sebab mana mungkin meninggalkan. mau cari apa lagi klo udah nyaman pke brimoğŸ¤­
09/11/2025 22:25;GK dirokemendasikan
09/11/2025 22:22;BRI sahabat orang dagang
09/11/2025 22:21;BRImo mantap keren banget
09/11/2025 22:00;brimo memudakan kita bertransaksi di mn saja dan kapan saja
09/11/2025 21:06;mudah dan efektif
09/11/2025 20:37;complete
09/11/2025 20:14;yg bikin apk ini orangnya gk ada ahlak mau login ajah susah emamg bener bener apk ini di ciptakan buat pamerr doang
09/11/2025 19:52;sangat membantu sekali
09/11/2025 19:18;saya melakukan Qris di brimo jam 00:03 tapi di keterangan nya gagal pas dicel sado udah terpotong gmna cara mengembalikan saldo sayağŸ˜­
09/11/2025 19:13;aplikasi bank gajelas
09/11/2025 18:17;sial jadi 2x TF ke orang 2 JUTA gara-gara notif gagal transfer dan saldo belum tepotong, setelah di TF ulang saldo malah kepotong 2 kali total jadi 4 Juta, sial hilang lah uang setaannnnn
09/11/2025 18:08;tolong lah pihak Brimo bikin fitur ganti pin yang lupa lewat apk masak harus ke BRI baru bisa ganti pin yang lupa mana BRI jauh lagi, memang tujuan nya demi keamanan tapi gak gitu jugak caranya
08/11/2025 23:58;bagus dan memudahkan
08/11/2025 23:53;ğŸ‘ğŸ‘ğŸ‘
08/11/2025 23:52;sangat mempermudah
08/11/2025 23:49;puas
08/11/2025 23:47;sangat membantu. Terimkasih BRI
08/11/2025 23:47;senang sekali menggunakan BRImo cepat akurat ok banget
08/11/2025 23:46;Lemot/lelet/low respon
08/11/2025 23:39;Tolong dong di perbaiki. saya mau daftar brimo ko pake 2 nomor selalu gagal. padahal belum pernah pake brimo
08/11/2025 23:30;bagus
08/11/2025 23:27;baik
08/11/2025 23:22;slalu minta update
08/11/2025 23:15;mudah
08/11/2025 23:12;berguna sekali
08/11/2025 23:02;mantap
08/11/2025 22:51;sangat membantu sekali
08/11/2025 22:41;Dengan BRImo lebih mudah urusan kita. pokoknya maantaap.ğŸ‘ğŸ‘ğŸ‘ğŸ™ğŸ™
08/11/2025 22:34;Good
08/11/2025 22:25;Terbaik Sudah... Selalu membantu.
08/11/2025 22:19;sistemnya bagus
07/11/2025 23:54;Puas
07/11/2025 23:47;ga bs donload gmna ini brimonya apa plastornya yg bener
07/11/2025 23:43;sangat memuaskan
07/11/2025 23:41;kemarin bagus tapi sekarang saya tidak. dpat menginstal
07/11/2025 23:39;apk busuk,tidak bisa login harus di suruh nonaktifkan menu aksesibilitas
07/11/2025 23:23;Sangat membantu, terima kasih
07/11/2025 23:21;Transaksi gagal tapi saldo berkurang
07/11/2025 23:04;sangat membantu dan mudah di gunakan
07/11/2025 22:58;Gimana nih? kok nggak bisa top up dana sama transfer sih. percuma dong instal kalau nggak ada gunanya. tolong diperbaiki. nggak guna banget deh
07/11/2025 22:41;bintng 1 jelek bgt
07/11/2025 22:29;parah banget ini aplikasi,mau registrasi aja sulitnya minta ampun,ada nomer hp tidak sesuai,blablabla
07/11/2025 22:18;urusan jadi mudah dan cepat dengan brimo trimaksih brimo
07/11/2025 22:16;sangat bagus
07/11/2025 22:13;GK bisa di buka aplikasi brimo ya
07/11/2025 21:55;Bagus Membantu
07/11/2025 21:45;aneh kenapa sekarang gak bisa login.
07/11/2025 20:19;mudah, cepat
07/11/2025 20:00;oke
07/11/2025 19:38;sangat membantu di semua kebutuhan tks
07/11/2025 19:27;susahnya mesti minta kartu yg lama juga. gimana mau masuk klu kartu uda terblokir. padahal user, pasword dan pin aq ingat smua kok.
06/11/2025 23:59;makin di update makin sering eror ngeribetin harus instal ulang
06/11/2025 23:57;suka sekali
06/11/2025 23:55;mau update saldo brizzi dibikin susah ribet keterangan invalid terus baru ini saya kecewa sama aplikasinya 2 kartu invalid semua
06/11/2025 23:55;BRIMO mulai kemarin tidak bisa saya buka di Hp samsung A55 saya
06/11/2025 23:53;ğŸ˜‡
06/11/2025 23:42;simpel tapi cepat
06/11/2025 23:40;semoga bisa membantu..
06/11/2025 23:39;gak bisa screenshoot sisa uang yg direkening kl sudah masuk aplikasinya...padal sehari yg lalu bisa
06/11/2025 23:24;bagus baik
06/11/2025 23:24;oke, mantap, trimakasih brimo...
06/11/2025 22:51;Mantap
06/11/2025 22:50;mantap,, selalu teratasi.
06/11/2025 22:50;mau login aja susah harus bolak balik ke bank
06/11/2025 22:41;mempermudah transaksi. tks ğŸ™
06/11/2025 22:40;bagus
06/11/2025 22:33;brimo mantap
06/11/2025 22:29;ok sanget membatu dengan mudah
06/11/2025 22:22;sudah satu Hari transaksi Gris sedang di proses saldo udah berkurang itu Dana di kemanakan
06/11/2025 21:43;tidak bisa transfer semenjak di update
06/11/2025 19:16;please kenapa ga bisa masuk apk kalau pakai data pribadi bisanya kalau pakai wifi padahal jaringan bagus udah dari 3 hari yang lalu sampai sekarang
05/11/2025 23:52;kenapa selalu tidak bisa transfer dengan alasan tutup semua aplikasi, padahal aplikasi sudah di tutup semua kena jadi masih tidak bisa melakukan transaksi
05/11/2025 23:51;keseringan update bukanya tambah bagus malah makin jelek taeklah..
05/11/2025 23:49;izin Kak Kenapa apk Nya Brimo Tidak bisa masuk ke menu
05/11/2025 23:42;mudah, cepat, up to date.. terbaikkkk
05/11/2025 23:35;ğŸ˜”ğŸ˜”ğŸ˜”ada apa dengan aplikasinya ini?? kok susah d buka ya?? selalu gagal terhubung ke jaringan. ğŸ˜”ğŸ˜”ğŸ˜”
05/11/2025 23:34;Brimo ku kasih bintang 1 karena g bisa login dari kemarin saya mau ambil uang g bisa padahal sinyal full
05/11/2025 23:22;Baik
05/11/2025 23:17;membantu
05/11/2025 23:08;terimakasih
05/11/2025 23:07;gampang, cepat
05/11/2025 22:52;eror tidak dapat di buka.
05/11/2025 22:36;Terima kasih atas layanannya semoga semakin oke
05/11/2025 22:35;gk Bisa di Pake, jaringan ok kok gk bisa di akses brmonya?
05/11/2025 22:29;bagus
05/11/2025 22:18;sangat membantu dalam segala hal pembayaran...
05/11/2025 22:17;sangat memuaskan
05/11/2025 22:03;oke
05/11/2025 21:59;brimo makin lama makin ribet nggak jelas. aplikasi lain semua bisa terbuka, hanya brimo saja yang nggak bisa, ada apasih sebenarnya dengan aplikasi ini.
05/11/2025 21:52;parah sih 2 hari tidak bisa log in, sdah diperbaruhi selalu pemberitahuan. Mohon maaf kami belum bisa proses transaksimu.
05/11/2025 21:51;sangat membantu aplikasi Brimo ini. tdak pake kartu ATM lagi.
04/11/2025 23:45;transaksi mudah. aktivasi rekening doormant juga mudah.
04/11/2025 23:45;simple dan jelas
04/11/2025 23:43;very good
04/11/2025 23:37;terbaik
04/11/2025 23:31;bagua
04/11/2025 23:15;setiap pembaruan fitur fast menu selalu di reset
04/11/2025 23:00;sudah selesai buat akun, nama pengguna sudah pas pasword sudah pas tapi kenapa salah terus pas mau login..????
04/11/2025 22:51;dengan pakai brimo klu transaksi sangat mudah,
04/11/2025 22:37;sejauh ini bagus dan mempermudah pemakaian
04/11/2025 22:02;memudahkan dalam bertransaksi
04/11/2025 22:00;jos gandos
04/11/2025 21:41;aplikasi internet banking paling jelek diantara bank yg lain...mau daftar aplikasi susah nya setengah mati
04/11/2025 21:37;sangat membantu
04/11/2025 21:29;mantaaap
04/11/2025 20:52;mantap
04/11/2025 20:43;saya transfer uang ke Dana, status pengiriman berhasil. tetapi di dana blm masuk sudah 1 hari .. mohon bantuan nya BRI ğŸ™
04/11/2025 20:27;makasih brimo
04/11/2025 19:35;sangat membantu
04/11/2025 19:24;terpaksa ok deh
04/11/2025 19:11;sangat terbantu untuk transaksi cepat
03/11/2025 23:56;sangat mantap dan keren dah
03/11/2025 23:48;mempermudah transaksi
03/11/2025 23:39;berjalanan dengan lancar segala ke mudahan di dapat daei BRImo
03/11/2025 23:29;sangat nyaman
03/11/2025 23:16;sangat membantu
03/11/2025 23:06;ga bisa dipakai,
03/11/2025 22:49;praktis
03/11/2025 22:49;mau login saja susah, harus verifikasi nomor dan nomor harus punya kuota. perbaiki lg saya kecewa
03/11/2025 22:45;terima kasih sudah membantu
03/11/2025 22:31;bagus
03/11/2025 22:08;sangat memudahkan untuk pembayaran
03/11/2025 21:20;sangat membantu sekali
03/11/2025 21:11;Bagus
03/11/2025 20:54;"Aneh catatan mutasi atau Riwayat transaksinya gk langsung muncul aneh banget padahal bank"" digital lain yg masih kecil"" bisa langsung keluar Riwayat transaksinya"
03/11/2025 20:34;bagus
03/11/2025 20:33;keren
03/11/2025 19:20;sip kali
03/11/2025 19:16;sangat bagus sekali
02/11/2025 23:48;bagus
02/11/2025 23:42;Bagus
02/11/2025 23:33;mantap
02/11/2025 23:06;apakah bisa bikin brimo kalau blum punya atm sama sekali?
02/11/2025 22:57;sangat efisien
02/11/2025 22:54;baik
02/11/2025 22:36;mudah dan cepat utk melakukan segala transaksi.
02/11/2025 22:23;sangat membantu
02/11/2025 22:23;Sejauh ini karena aku baru pake pas pendaftaran itu cepat dan mudah Fiturnya juga banyak dan bisa digunakan qris jadi sat set deh kalo mau pake cukup pake 1 aplikasi udah bisa buat segala pembayaran
02/11/2025 22:10;mantap
02/11/2025 22:08;aplikas i sampah login aja GX bisa
02/11/2025 21:58;sangat membantu
02/11/2025 21:50;memudahkan
02/11/2025 21:21;aplikasi cacad
02/11/2025 21:18;mantav pakai Brimo
02/11/2025 20:54;cukup bagus bs membantu aktifitas usaha dan menjadi mudah
02/11/2025 19:12;mantapğŸ«µğŸ‘Œ
02/11/2025 18:24;bagus apknya
02/11/2025 17:50;sangat membantu ğŸ˜
02/11/2025 17:22;mantap sangat membantu ğŸ‘
01/11/2025 23:57;Bagus
01/11/2025 23:55;sangat bagus
01/11/2025 23:37;Hemat waktu hemat biaya dgn BRIMO ğŸ‘ğŸ«°
01/11/2025 23:36;mudah digunakan dan memudahkan transaksi online
01/11/2025 23:36;best
01/11/2025 23:31;di perbaiki lagi jangan sering bgt eror, barusan saya transaksi pake qris gagal tapi saldo kepotong solusinya gmna biar saldo saya kembali
01/11/2025 23:29;sangat praktis & memudahkan bertransaksi
01/11/2025 23:24;keren,mudah lengkap
01/11/2025 23:15;yang rusak mesin ATM nya terus kenapa saldo saya ikut berkurang
01/11/2025 23:14;kecewa karna ada 3 transaksi status nya di proses trus 2 ditahun 2024 1 di tahun 2025, saldo terpotong tapi stts nya diproses trus
01/11/2025 23:03;pake brimo lebih mudah dan gampang untuk bertransaksi
01/11/2025 22:57;sangat puas dengan layanan brimo
01/11/2025 22:46;mudah d gunakan
01/11/2025 22:45;aplikasi buatan indonesia selalu ribet harus satu kali login harus jadi sungguh ini menjengkelkan gak BRIMO gak JKN gak JMO sama saja gak kayak aplikasi luar negeri yang leluasa login bisa diulangi bila ada kesalahan gak perlu nungga nunggu waktu atau malah sampe datang ke perusahaan untuk perbaikan data tolong perbaiki ini sungguh sampah
01/11/2025 22:23;mudah dan cepat
01/11/2025 22:21;"kenapa saat membuka aplikasi brimo nya sekarang susah?ada tulisan ""selesaikan paggilan telepon dulu"",jadi disaat pas mau berkepentingan jadi rumit. tolong diperbaiki ğŸ™"
01/11/2025 22:07;mantap
01/11/2025 22:06;"saya kecewa sama aplikasi ini pembayaran gagal tapi saldo tiba"" berkurang bagaimana bisa mana itu duit baru dikirim buat makan"
01/11/2025 22:02;brimo jujur nomor satu
01/11/2025 21:55;terbaik
31/12/2025 23:58;smenjak d prbarui kog jd gk bs d buka ya... cumn lyar putih doang,,baru 4hr prbarui udh kym gtu lg...knp sh??? ap aplikasinya gk dkung d hp sy???mhon d bntu...cpk klo msti instal-unistal mulu.. mna hp sy kamera nya blur jd ssah untk ferivikasi ktp nya
31/12/2025 23:52;apk brimo sangat membantu sekali buat saya
31/12/2025 23:46;Operasional simpel dan mudah
31/12/2025 23:46;bagus. cumak kalok bisa diturunni untuk saldo ngendapnya masak 50rb
31/12/2025 23:43;kenapa susah masuk????
31/12/2025 23:40;Brimo saya sudah beberapa hari jika dibuka layar jadi putih semua mohon bantuannya, terimakasih.
31/12/2025 23:40;Good Job..
31/12/2025 23:31;mengapa aplikasinya tiba2 tidak bisa di buka? apakah karna tgl merah(hari libur nasional) atau gimna?
31/12/2025 23:25;Tolong Min Di adakan Fitur Lupa Pin Di Saat Akun Salah 3x Masukan Pin Dan Terblokir.Sangat Kecewa Sama Pihak Brimo.Padahal Pin Udah Bener Tapi Masih Salah.Apa Karena Lama Tidak Login.Sekali Lagi Saya Minta Tolong Di Adakan Fitur Lupa Pin Di Saat Akun Terblokir.
31/12/2025 23:23;pelayanan yang sangat bagus sekali
31/12/2025 23:20;ok bgt
31/12/2025 23:18;Masa masih harus pakai bahasa yang sopan santun. Kritik dan saran sudah banyak tapi belum ada perubahan. SETIAP mau membuka harus hapus data atau download ulang, lalu masuk lagi dg foto-foto. Bikin susah nasabah, kau. Semua masukan cuma dibaca oleh robot , tanpa tindakan perbaikan.
31/12/2025 23:12;ahir ahir ini sering tdk bisa dibuka, yg muncul layar putih
31/12/2025 23:04;sangat membantu
31/12/2025 23:01;bagus
31/12/2025 22:57;please tolong ditingkatkan kwalitasnya atau apalah itu. aku 2 minggu ini bolak balik dowload hapus karena aplikasinya kayak sekali pakai, hais itu eror lagi harus hapus dan doenload ualng, gitu terus
31/12/2025 22:55;sungguh membantu saya dalam bertransaksi yg lebih cepat dan aman
31/12/2025 22:50;aplikasi BRImo memudahkan segala macam Transaksi tanpa harus keluar rumah atau ke bank BRI terdekat... segalanya lebih mudah dengan BRImo
31/12/2025 22:39;bagus
31/12/2025 22:38;top up shopeepay tapi sampai sekarang belum masuk, saldo sudah berkurang. Di mutasi ada transaksi tapi aktivitas tidak ada jadi tidak bisa di refund uangnya karena bukti transfer tidak ada.
30/12/2025 23:58;šŸ‘¨šŸ¸»šŸ‘¨šŸ¸»šŸ‘¨šŸ¸»is very good
30/12/2025 23:46;tolong banget ni brimo. kenapa akhir-akhir ini aplikasinya gabisa dibuka. pasti begitu dibuka malah muncul layar putih. harus uninstal dulu baru bisa. mana harus isi data-data lagi. kalau lagi mau dipakai, masa harus gitu terusss
30/12/2025 23:44;brimo tidak bisa dibuka,kalau mau login slalu jadi layar warna putih dan keluar sendiri...mohon untuk diperbaiki, trima kasih ..
30/12/2025 23:42;Bagus banget apk....sangat membantu.....tp sekarang kok gak bisa di buka tolong di bantu
30/12/2025 23:39;setiap mau masuk harus hapus data.. habis bisa masuk harus foto ktp gitu terus sampe bosen saya
30/12/2025 23:24;kenapa g bisa di perbarui sihhh
30/12/2025 23:22;ok
30/12/2025 23:21;bagus
30/12/2025 23:11;oke
30/12/2025 23:10;mntappppp
30/12/2025 22:36;kenapa aplikasi brimo nya stelah di update ke versi yang baru sering error ketika mau masuk login ,, padahal sebelumnya lancar?² saja stelah di update kok malah gak bisa di buka atau error ,, mohon perbaiki lagi masalah ini ya pak /ibu,, biar bisa lancar kembali bertransaksi nya ,, terimakasih šŸ™¸šŸ™¸šŸ™¸
30/12/2025 22:29;mantap
30/12/2025 22:29;kenapa brimo kalo di buka selalu njepat?€¯ terus ya ..
30/12/2025 22:25;mudah digunakan
30/12/2025 22:20;Good job
30/12/2025 22:08;šŸ‘¨
30/12/2025 22:07;kenapa TB TB ga bisa login mau login lagi malah dibilang salah Mulu
30/12/2025 22:02;knp aplikasi brimo tdk bisa di buka cuma layar Putin Terus yg munculšŸ™¸šŸ™¸
30/12/2025 21:54;mempermudah transaksi.
30/12/2025 21:51;sangat bagus
29/12/2025 23:57;sangat membantu transaksi pembayaran..
29/12/2025 23:57;terllu ribet... verifikasi kambali selalu gagal. kecewa.
29/12/2025 23:50;ok
29/12/2025 23:49;BRimo bagus danamanah
29/12/2025 23:47;nrimo sekarang tidak seperti dulu sekarang banyak erornya
29/12/2025 23:42;aplikasi brimoku kok nggak bisa dibuka ya kak,kalau dibuka cuman jadi putih kenapa yaa mohon bantuannya
29/12/2025 23:39;Aplikasi BRImo jelek, lelet tidak dapat dibuka dan layar di ponsel menjadi putih dan kembali ke awal, padahal jaringan internet sangat kuat, paket data ada, ponsel sudah direset beberapa kali,..mohon sarannya. tks
29/12/2025 23:25;knp sekarang susaj login nya ya,,tolong dperbaiki lagi
29/12/2025 23:24;sangat baik dan bagus
29/12/2025 23:24;isthebest?¯¤?ø¸
29/12/2025 23:22;mudah dan cepat
29/12/2025 23:21;udah ga ada yg tak ada
29/12/2025 23:17;sangat membantu
29/12/2025 23:13;cepat parktis ekonomis
29/12/2025 23:06;maaf ini knp apkny nggk bisa di buka yh
29/12/2025 22:51;mantap
29/12/2025 22:44;mohon informasinya,kenapa Brimo saya gak bisa di buka dan harus downlod lg br bs di buka,tetapi cm 1x24 jam sdh gk bs lg
29/12/2025 22:40;sangat mudah digunakan
29/12/2025 22:37;Alhamdulillah selama saya pakai brimo semua urusan teratasi NDA perlu lagi kesana kemari
29/12/2025 22:35;sangat mudah
28/12/2025 23:43;mempermudah proses pembelian pulsa tanpa harus ke conter
28/12/2025 23:39;Tulisan BRI mo nya kok jadi aga Pucat ya. ga ada warna yg terang, saya lebih suka dengan logo yg sebelumnya.
28/12/2025 23:28;sangat dipermudah.. terimakasih..
28/12/2025 23:25;"apknya paling tolol sih tapi kenapa disaat mau login tulis""kesalahan jaringan coba cek jaringan anda""? padahal jarigan saya aman aja kok"
28/12/2025 23:24;Tidak ada kendala
28/12/2025 23:17;untuk transaksi pembelian token listrik, kenapa sekarang nominal 20.000 tidak. ada?
28/12/2025 23:16;sangat puas
28/12/2025 23:16;sesuai harapan
28/12/2025 23:14;bagus
28/12/2025 23:07;sangat membantu dan lebih praktis
28/12/2025 23:06;aplikasi yg mudah di gunakan & banyak program fasilitas lainnya yg sangat membantu
28/12/2025 22:54;šŸ¤™
28/12/2025 22:44;kenapa ya setiap login,pasti ada tulisan verifikasi kurang 1 langkah terus,mohon admin
28/12/2025 22:44;sudah beberapa hari, tiap mau buka brimo selalu keluar sendrišŸ˜?
28/12/2025 22:26;Apalikasi busuk !!! mau bikin pengaduan kok gak bisa, screenshot mutasi gak bisa, screenshoot saldo gak bisa, top gopay gagal, tapi saldonya di sedot !!! bisa nya cuma mempersulit rakyat makan uang rakyat
28/12/2025 22:17;kenapa 2 hari ini saya tidak bisa buka aplikasi brimo ini, padahal saya sudah update versi terbarunya
28/12/2025 21:49;sangat mudah untuk membuka saldo
28/12/2025 21:09;saya tak bisa menuliskan tanda titik saat memasukkan username saat ingin login. tolong dibantu
28/12/2025 20:20;Terkendala verifikasi login perangkat baru yang selalu gagal padahal sudah pakai KTP asli sesuai yang didaftarkan sejak awal.
27/12/2025 23:58;mudah, cepat dan aman
27/12/2025 23:36;baik
27/12/2025 23:36;kenapa saya kasih bintang 1. karena kode otp yang dikirim 7 digit. sementara yg kita masukan ke aplikasi hanya bisa 6 digit?. alhasil. harus menunggu lagi. aneh.
27/12/2025 23:35;assalamuaalaikum, selama saya pakai brimo alhamdulillah... semua jadi lancaršŸ™¸šŸ™¸
27/12/2025 23:34;brimo sangat menbatu
27/12/2025 23:21;duh aku sama sekali ngk bisa buka knpa ya dh lama bngt ngk pke brimo gara2 ngk bisa slalu logout kesel deh jadi harus balik pke kartu mau ke bank nya mana hari Ahad lagi mengecewakan sekali
27/12/2025 23:18;keren
27/12/2025 23:17;setelah update versi terbaru malah app gak bisa di gunain sama sekali,setiap buka app Brimo ini selalu layar putih gak ada pemberitahuan apa2,yang tadi nya berfikir smua bisa muda karena ada Brimo,ini malah bikin susah dan ribet.udah uninstall trus instal lagi cuma bertahan 2x login setelah itu balik layar putih lagi.kacau
27/12/2025 23:11;sangat mempermudah penggunanya dalam bertransaksi
27/12/2025 23:09;aplikasi brimo makin bobrok. bikin susah . masuk aja ke brimo sndri smpai 3 hari gk bisa2. semua sudh difervikasi. kok bisa jawabbnya Anda trlalu sering masuk aplikasi brimo. silahkan kmbali lhi dlam 24 jam. saya butuh dana bos mau trnsfer bwt berobat. bikin susah BRI...!
27/12/2025 23:08;sangat membantu untuk membayar keperluan keluarga.. terus tingkatkan brimo
27/12/2025 22:20;mantap
27/12/2025 22:07;akhir2 ini suka tiba2 ga bisa buka ngebleng layar putih semua harus hapus apk dan login lagi
27/12/2025 22:01;stelah update terakhir menu investasi GK bisa buka. langsung force close. udah clear cache jg.
27/12/2025 21:51;kok aku nggk bisa buka brimo. unsername sama pasford uda bener. pas mau foto e ktp buram. uda berapa kali coba. mohon di bantu
27/12/2025 21:50;knp brimo gangguan blank putih layarnya,,
27/12/2025 21:19;Sudah cukup maksimal šŸ‘¨
27/12/2025 21:07;kenapa akhir-akhir ini klo buka apk cuma layar putih doang. ga jalan-jalan hingga harus instal ulang lagi baru bisa dipakai. apakah hanya saya yang seperti itu?
27/12/2025 20:59;ketika membuka apk brimo kenapa layar menjadi putih?
27/12/2025 20:10;setelah di update knapa yah jdi bermasalah pas di klik muncul logo Brimo trus jadi blank putih gak bisa masuk ke menu
26/12/2025 23:47;kenapa brimo sy gak bisa ke buka ,akhirnya kemaren sy hp akun brimo terus sy instal ulang ,hari ini gak bisa kebuka lagi ,ini sy coba instal lagi ,kenapa berkendala seperti ini
26/12/2025 23:40;menyenangkan
26/12/2025 23:16;sangat membantu
26/12/2025 23:15;setelah diupdate, aplikasi pertama bisa dibuka. setelah itu saya keluar dari aplikasi dan masuk ke aplikasi lagi. tetapi aplikasi tidak bisa membuka halaman, hanya layar putih saja. saya coba, aplikasi di uninstal terus saya unduh kembali, aplikasi bisa di buka berjalan normal, setelah itu saya keluar lagi dari aplikasi dan masuk kembali ke aplikasi, aplikasi tidak bisa membuka halaman hanya layar putih saja. saya uninstal lagi dan saya unduh lagi, ( terulang terus seperti itu ).
26/12/2025 23:11;parah sekali aplikasi brimo ini. saya sudah punya akun masa tidak bisa masuk. harus dipoto KTP aduuh jadi ribet. teruntuk pihak brimo tolong jangan mempersulit akun yang sudah aktif maupun yang mau bikin. terimakasih
26/12/2025 22:53;sangat bagus
26/12/2025 22:37;2 hari ini brimo susah akses,layarnya tiba2 putih . . . . .
26/12/2025 22:24;memudahkan transaksi
26/12/2025 22:22;Aplikasi Brimo sangat membantu dalam kebutuhan pribadi dan pekerjaan dalam sehari.
26/12/2025 22:11;Okeh juga
26/12/2025 22:04;maaf aku turunkan bintangnya krna sering eror keluar layar putih doank. saya udh pusing tiap masuk brimo harus hapus dn download lgi biar bisa.
26/12/2025 21:56;bagus banget,mempermudah transaksi
26/12/2025 21:38;sangat membantu
26/12/2025 21:21;oke mantap
26/12/2025 21:10;mantap
26/12/2025 20:46;menurut ku sudah cukup keseluruhan dari brimo
26/12/2025 19:59;hp saya samsung,sdh 2 hari ini aplikasi brimo dihp saya tidak dapat saya akses,padahal sudah diupdate ke versi terbaru
26/12/2025 19:31;memudahkan saya dlm membeli sesuatu
26/12/2025 18:50;bagus, sangat mudah digunakan, sangat membantu saya.
25/12/2025 23:51;Memudahkan segalanya
25/12/2025 23:48;aplikasi yang sangat membantu masyarakat indonesia
25/12/2025 23:44;bagus
25/12/2025 23:41;mantap bisa di pake kapan aja dan di mana aja sy berada
25/12/2025 23:40;mudah
25/12/2025 23:25;Brimo saya tidak bisa dibuka setiap membuka Brimo hp blank putih. hp saya vivo
25/12/2025 23:24;Sangat membantu untuk saya
25/12/2025 23:13;Aplikasi yang sangat membantu
25/12/2025 23:08;š¯’Œš¯’†š¯’¸š¯’‚š¯’‘š¯’‚ š¯’ƒš¯’“š¯’Šš¯’?š¯’ š¯’”š¯’‚š¯’šš¯’‚ š¯’•š¯’Šš¯’…š¯’‚š¯’Œ š¯’‚š¯’…š¯’‚ š¯’¸š¯’š¯’•š¯’Šš¯’‡š¯’Šš¯’Œš¯’‚š¯’”š¯’Š š¯’•š¯’“š¯’‚š¯’¸š¯’”š¯’‡š¯’†š¯’“š¯’‚š¯’¸ š¯’?š¯’‚š¯’”š¯’–š¯’Œ š¯’…š¯’‚š¯’¸ š¯’Œš¯’†š¯’¨š¯’–š¯’‚š¯’“... š¯’‘š¯’…š¯’‚š¯’‰š¯’‚š¯’¨ š¯’”š¯’–š¯’…š¯’‚š¯’‰ š¯’…š¯’Šš¯’‘š¯’†š¯’“š¯’ƒš¯’‚š¯’“š¯’–š¯’Š, š¯’”š¯’–š¯’…š¯’‚š¯’‰ š¯’…š¯’Š š¯’Šš¯’›š¯’Šš¯’¸š¯’Œš¯’‚š¯’¸ š¯’”š¯’†š¯’?š¯’–š¯’‚ š¯’…š¯’‚š¯’¸ š¯’¸š¯’š¯’•š¯’Šš¯’‡š¯’Šš¯’Œš¯’‚š¯’”š¯’Š š¯’”š¯’–š¯’…š¯’‚š¯’‰ š¯’…š¯’Šš¯’‚š¯’Œš¯’•š¯’Šš¯’‡š¯’Œš¯’‚š¯’¸ š¯’?š¯’š¯’‰š¯’š¯’¸ š¯’”š¯’š¯’¨š¯’–š¯’”š¯’Šš¯’¸š¯’šš¯’‚....
25/12/2025 23:03;maaf aplikasi brimo g bisa di buka KK eror nya mna pihak brimo g ada penanganan
25/12/2025 22:48;jadi mudah
25/12/2025 22:42;cukup mudah untuk dipelajari, dan cukup mudah juga untuk mengakses dari BRImo
25/12/2025 22:33;kenapa setelah saya update setiap membuka aplikasi tidak ada tampilan login blank putih layarnya...padahal udah unistal dan instal ulang..
25/12/2025 22:26;sangat membanti dalam sehari hari
25/12/2025 22:24;susah masuknya..harus keluar Dulu..Donwload ulang lagi..terus seperti itu...
25/12/2025 21:23;min tambahin fitur mutasi keluar lengkap dongs, misal ke satu orang spesifik bisa terlihat berapa, perlu banget
25/12/2025 21:22;ini knp jadi gak bisa login ya di tgl 25 des 2025 sampai hari ini tgl 26 des 2025 tolong di perbaiki lagi saya masukan sandi bener kok pasword dan username salah
